INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION,TUITIONFEE_IN,TUITIONFEE_OUT
Harrisburg University of Science and Technology,Harrisburg,PA,17101-2208,40.26193,-76.880261,0.4337,2,23900.0,23900.0
Daytona College,Ormond Beach,FL,32174-8445,29.270088,-81.080155,0.7222,5,,
Joyce University of Nursing and Health Sciences,Draper,UT,84020-6545,40.527932,-111.892792,0.4706,7,20780.0,20780.0
Eagle Gate College-Layton,Layton,UT,84041,41.073374,-111.973885,0.68,7,,
Georgia Gwinnett College,Lawrenceville,GA,30043,33.979409,-84.00459,0.198,5,4458.0,13244.0
California Career College,Canoga Park,CA,91303-2006,34.197566,-118.601794,1.0,8,,
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,34946,27.48718,-80.367303,0.5833,5,34545.0,34545.0
SUM Bible College and Theological Seminary,El Dorado Hills,CA,95762,38.620833,-121.054758,0.4615,8,10460.0,10460.0
Strayer University-Florida,Tampa,FL,33610,27.997442,-82.35991,0.0,5,13920.0,13920.0
Dewey University-Juana Diaz,Juana Diaz,PR,00910,18.057023,-66.509285,0.7083,9,7630.0,7630.0
American Public University System,Charles Town,WV,25414,39.287826,-77.860121,0.5323,5,8400.0,8400.0
Huntsville Bible College,Huntsville,AL,35811,34.750363,-86.594888,0.0,5,4730.0,4730.0
Gnomon,Hollywood,CA,90038,34.089501,-118.329083,0.6667,8,34215.0,34215.0
Bais Medrash Toras Chesed,Lakewood,NJ,08701,40.099704,-74.21127,0.3214,2,8100.0,8100.0
Visible Music College,Memphis,TN,38103,35.144586,-90.049381,0.4828,5,22000.0,22000.0
University of the West,Rosemead,CA,91770,34.045985,-118.082964,0.3111,8,14718.0,14718.0
South University-Tampa,Tampa,FL,33614-7095,27.982269,-82.500357,0.0455,5,18238.0,18238.0
Rasmussen University-Wisconsin,Green Bay,WI,54303-2349,44.526244,-88.080783,0.625,3,11982.0,11982.0
Columbia Southern University,Orange Beach,AL,36561-9000,30.329288,-87.653162,0.3722,5,5808.0,5808.0
Miami Regional University,Miami Springs,FL,33166,25.810667,-80.267007,0.2083,5,,
Yeshivas Be'er Yitzchok,Elizabeth,NJ,07208,40.682465,-74.213255,0.1429,2,11450.0,11450.0
Yeshiva Toras Chaim,Lakewood,NJ,08701,40.098692,-74.182143,0.2698,2,12750.0,12750.0
Talmudical Seminary of Bobov,Brooklyn,NY,11219,40.634485,-73.995378,0.4304,2,13200.0,13200.0
Southwest University at El Paso,El Paso,TX,79925,31.788346,-106.413158,0.6565,6,16000.0,16000.0
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,53226,43.043215,-88.050983,0.2349,3,19944.0,19944.0
Remington College-Shreveport Campus,Shreveport,LA,71118,32.403166,-93.793578,0.2593,5,23560.0,23560.0
Patrick Henry College,Purcellville,VA,20132,39.138687,-77.690939,0.6545,5,28425.0,28425.0
ATA College-Cincinnati,Cincinnati,OH,45246,39.29671,-84.478867,0.7143,3,14075.0,14075.0
Galen College of Nursing-Cincinnati,Cincinnati,OH,45241,39.283693,-84.365946,0.5476,3,16400.0,16400.0
Strayer University-North Carolina,Greensboro,NC,27407-2638,36.051694,-79.882713,0.1667,5,13920.0,13920.0
Strayer University-New Jersey,Piscataway,NJ,08854,40.554506,-74.474974,0.0,2,13920.0,13920.0
Chamberlain University-Illinois,Addison,IL,60101,41.949727,-88.038558,0.5,3,20604.0,20604.0
Chamberlain University-Ohio,Columbus,OH,43219,40.054055,-82.912163,0.0,3,19686.0,19686.0
Chamberlain University-Arizona,Phoenix,AZ,85021,33.565758,-112.104601,0.6667,6,20462.0,20462.0
Laurus College,San Luis Obispo,CA,93401,35.2682,-120.669519,0.3846,8,,
Cambridge College of Healthcare & Technology,Delray Beach,FL,33484,26.438379,-80.123788,0.56,5,14908.0,14908.0
Yeshiva of Machzikai Hadas,Brooklyn,NY,11219-1408,40.636104,-73.990592,0.7121,2,10800.0,10800.0
Providence Christian College,Pasadena,CA,91101,34.149327,-118.141062,0.5263,8,35147.0,35147.0
Polytechnic University of Puerto Rico-Miami,Miami,FL,33166,25.80915,-80.328482,0.0,5,14082.0,14082.0
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,32825,28.55158,-81.253943,0.0833,5,14262.0,14262.0
Strayer University-West Virginia,Scott Depot,WV,25560,38.454588,-81.92619,0.5,5,13920.0,13920.0
University of Minnesota-Rochester,Rochester,MN,55904,44.022339,-92.463471,0.5691,4,14400.0,14400.0
Homestead Schools,Torrance,CA,90505,33.809096,-118.35009,0.9375,8,,
Chamberlain University-Florida,Jacksonville,FL,32256,30.243517,-81.586421,0.3333,5,19686.0,19686.0
Angeles College,Los Angeles,CA,90010,34.061223,-118.29903,0.9714,8,,
University of Fort Lauderdale,Lauderhill,FL,33313,26.147098,-80.204938,0.75,5,9810.0,9810.0
Pacific Rim Christian University,Honolulu,HI,96819-2228,21.328198,-157.888379,0.5238,8,12380.0,12380.0
Ascent College,Gainesville,VA,20155,38.805988,-77.624657,0.5,5,7680.0,7680.0
West Coast University-Orange County,Anaheim,CA,92802-2905,33.81104,-117.911811,0.6429,8,22685.0,22685.0
West Coast University-Ontario,Ontario,CA,91761-7698,34.066591,-117.590035,0.5,8,37194.0,37194.0
Strayer University-Georgia,Chamblee,GA,30341,33.870686,-84.267177,0.2308,5,13920.0,13920.0
Strayer University-South Carolina,Greenville,SC,29601,34.839766,-82.399535,0.0,5,13920.0,13920.0
Strayer University-Texas,Farmers Branch,TX,75234,32.910744,-96.887509,0.5,6,13920.0,13920.0
Unitek College,Fremont,CA,94538,37.50904,-121.961761,0.7168,8,,
Gurnick Academy of Medical Arts,San Jose,CA,95112,37.364294,-121.912991,0.6985,8,,
South University-Richmond,Glen Allen,VA,23060,37.64706,-77.599967,0.2069,5,18238.0,18238.0
South University-Virginia Beach,Virginia Beach,VA,23452,36.8336,-76.124288,0.1364,5,18238.0,18238.0
Touro University Worldwide,Los Alamitos,CA,90720,33.808683,-118.057754,0.4231,8,14600.0,14600.0
Herzing University-Kenosha,Kenosha,WI,53140,42.582628,-87.820105,0.5,3,13420.0,13420.0
Herzing University-Brookfield,Brookfield,WI,53005,43.035738,-88.110994,0.4,3,13420.0,13420.0
Texas A&M University-San Antonio,San Antonio,TX,78224,29.304762,-98.52417,0.2937,6,9548.0,23124.0
Strayer University-Global Region,Washington,DC,20005,38.904881,-77.034133,0.2,2,13920.0,13920.0
Johnson & Wales University-Online,Providence,RI,02903,41.819956,-71.41277,0.0,1,13365.0,13365.0
Fairfax University of America,Fairfax,VA,22030-0000,38.84905,-77.347751,0.0,5,10128.0,10128.0
Chamberlain University-Virginia,Vienna,VA,22182,38.910459,-77.220505,1.0,5,20462.0,20462.0
National Paralegal College,Phoenix,AZ,85014-1561,33.530663,-112.064275,0.3191,6,7995.0,7995.0
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,35.05141,-78.939514,0.2222,5,6276.0,6276.0
New York Film Academy,Burbank,CA,91505,34.152076,-118.335567,0.709,8,36738.0,36738.0
American Medical Sciences Center,Glendale,CA,91204-5108,34.147117,-118.256991,1.0,8,,
Manna University,Fayetteville,NC,28314-2343,35.058616,-78.961305,0.6923,5,7163.0,7163.0
Simmons College of Kentucky,Louisville,KY,40203-3322,38.239519,-85.764811,0.34,5,16398.0,16398.0
North American University,Stafford,TX,77477-0000,29.646303,-95.588338,0.2698,6,12836.0,12836.0
Keser Torah-Mayan Hatalmud,Lakewood,NJ,08701-2758,40.098369,-74.17029,0.3333,2,11060.0,11060.0
Millennia Atlantic University,Doral,FL,33178-2369,25.808134,-80.352717,1.0,5,12978.0,12978.0
John Paul the Great Catholic University,Escondido,CA,92025,33.12085,-117.082401,0.6533,8,29500.0,29500.0
University of Connecticut-Hartford Campus,Hartford,CT,06103,41.762673,-72.672175,0.6536,1,17452.0,40120.0
Ottawa University-Surprise,Surprise,AZ,85374,33.628923,-112.368233,0.2252,6,35300.0,35300.0
Chamberlain University-Missouri,St. Louis,MO,63146,38.701907,-90.436283,0.3333,4,19686.0,19686.0
Chamberlain University-Texas,Houston,TX,77041,29.838386,-95.560414,0.0,6,19686.0,19686.0
Dewey University-Manati,Manati,PR,00674-0000,18.433307,-66.487333,0.7429,9,7630.0,7630.0
Los Angeles Pacific University,San Dimas,CA,91773-1741,34.110723,-117.827484,0.325,8,11976.0,11976.0
South University-Savannah Online,Savannah,GA,31406,31.999481,-81.105531,0.0506,5,16546.0,16546.0
Criswell College,Dallas,TX,75246-1537,32.793513,-96.77669,0.5714,6,14310.0,14310.0
Beverly Hills Design Institute,Beverly Hills,CA,90211,34.06463,-118.375621,0.0,8,23220.0,23220.0
American Medical Academy,Miami,FL,33186-4830,25.66273,-80.393361,0.7191,5,,
Chamberlain University-Indiana,Indianapolis,IN,46240,39.91916,-86.111061,1.0,3,19686.0,19686.0
Sessions College for Professional Design,Tempe,AZ,85281,33.427133,-111.941123,0.5,6,12440.0,12440.0
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209-1613,39.379528,-76.674414,0.12,2,13100.0,13100.0
Yeshiva Gedolah Zichron Leyma,Union,NJ,07083-3618,40.6992,-74.268351,0.75,2,11350.0,11350.0
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,10977,41.138206,-74.029573,0.5304,2,12300.0,12300.0
Pennsylvania State University-World Campus,University Park,PA,16802-1503,40.7965,-77.862848,0.3363,2,15204.0,15204.0
South University-Austin,Round Rock,TX,78681-2300,30.479474,-97.689972,0.0909,6,18238.0,18238.0
Bryant & Stratton College-Online,Orchard Park,NY,14127,42.790174,-78.770363,0.1833,2,15891.0,15891.0
Platt College-Riverside,Riverside,CA,92507,33.932923,-117.298365,0.5611,8,14804.0,14804.0
Rasmussen University-Kansas,Topeka,KS,66609,38.998726,-95.704151,0.5,4,15340.0,15340.0
California Miramar University,San Diego,CA,92108-1739,32.77942,-117.11851,0.0,8,9994.0,9994.0
Midwives College of Utah,Salt Lake City,UT,84106,40.71089,-111.857036,0.0,7,8256.0,8256.0
Grace Mission University,Fullerton,CA,92833-3860,33.867663,-117.958208,0.0,8,3480.0,3480.0
Mid-South Christian College,Memphis,TN,38118-3151,35.064172,-89.911799,0.75,5,11905.0,11905.0
Yeshiva Gedolah Kesser Torah,Monsey,NY,10952-2127,41.124819,-74.068553,0.381,2,9600.0,9600.0
Yeshiva Yesodei Hatorah,Lakewood,NJ,08701-4946,40.065908,-74.202016,0.0741,2,12500.0,12500.0
South University-High Point,High Point,NC,27265-8320,36.040441,-79.963547,0.0,5,20650.0,20650.0
Augusta University,Augusta,GA,30912,33.47037,-81.989071,0.4865,5,8122.0,23500.0
Middle Georgia State University,Macon,GA,31206,32.808092,-83.732058,0.256,5,4432.0,14032.0
Veritas Baptist College,Lawrenceburg,IN,47025,39.093747,-84.848698,0.2857,3,8992.0,8992.0
DeVry College of New York,New York,NY,10016,40.747747,-73.983492,0.3333,2,17488.0,17488.0
DeVry University-Arizona,Phoenix,AZ,85021,33.565758,-112.104601,0.625,6,17488.0,17488.0
DeVry University-California,Ontario,CA,91764,34.068481,-117.5876,0.4286,8,17488.0,17488.0
DeVry University-Florida,Orlando,FL,32819,28.456226,-81.456099,0.4,5,17488.0,17488.0
DeVry University-Georgia,Decatur,GA,30030,33.775112,-84.297316,0.3636,5,17488.0,17488.0
DeVry University-Illinois,Lisle,IL,60532,41.807204,-88.116625,0.3686,3,17488.0,17488.0
DeVry University-Nevada,Henderson,NV,89074,36.020266,-115.096601,0.0,8,17488.0,17488.0
DeVry University-New Jersey,Iselin,NJ,08830,40.557503,-74.311372,0.3333,2,17488.0,17488.0
DeVry University-Ohio,Columbus,OH,43219,40.046679,-82.906219,0.45,3,17488.0,17488.0
DeVry University-Texas,Irving,TX,75063,32.934524,-97.012494,0.3333,6,17488.0,17488.0
DeVry University-Virginia,Arlington,VA,22202,38.861096,-77.049759,1.0,5,17488.0,17488.0
University of North Georgia,Dahlonega,GA,30597,34.530219,-83.985694,0.3685,5,5009.0,15441.0
South Georgia State College,Douglas,GA,31533,31.495903,-82.855231,0.2031,5,2970.0,9322.0
Florida Polytechnic University,Lakeland,FL,33805-8531,28.150149,-81.845995,0.5302,5,4940.0,21005.0
Antioch College,Yellow Springs,OH,45387,39.799806,-83.888077,0.2632,3,37143.0,37143.0
Integrity College of Health,Pasadena,CA,91104,34.171252,-118.131722,0.6,8,,
Washington University of Science and Technology,Vienna,VA,22182-2734,38.915226,-77.227315,0.5455,5,13178.0,13178.0
University of Florida-Online,Gainesville,FL,32611,29.649413,-82.339848,0.7766,5,3876.0,16579.0
University of Phoenix-Arizona,Phoenix,AZ,85040,33.41128,-112.012761,0.1951,6,9552.0,9552.0
University of Phoenix-California,Ontario,CA,91761,34.065748,-117.58377,0.1837,8,,
University of Phoenix-Nevada,Las Vegas,NV,89135,36.12164,-115.322506,0.0,8,,
University of Phoenix-Texas,Dallas,TX,75251-2004,32.917551,-96.768673,0.0,6,,
Minerva University,San Francisco,CA,94103,37.782711,-122.408039,0.8883,8,18700.0,18700.0
Rabbinical College Ohr Yisroel,Brooklyn,NY,11236,40.629707,-73.896524,0.5152,2,9000.0,9000.0
University of North Texas at Dallas,Dallas,TX,75241,32.659588,-96.803446,0.4379,6,9590.0,22189.0
Georgia Military College,Milledgeville,GA,31061,33.07944,-83.224211,0.3294,5,8112.0,8112.0
West Coast University-Miami,Doral,FL,33178-2775,25.81071,-80.347651,0.5,5,23691.0,23691.0
Lionel University,Carpinteria,CA,93013-2912,34.38768,-119.486417,0.3837,8,15288.0,15288.0
California Intercontinental University,Sioux Falls,SD,57103,43.547576,-96.723619,0.1024,4,9054.0,9054.0
American College of the Building Arts,Charleston,SC,29403-4223,32.805094,-79.946888,0.64,5,20572.0,20572.0
Atlantis University,Miami,FL,33136,25.786495,-80.211287,0.6129,5,12720.0,12720.0
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,11223-1933,40.607809,-73.969945,0.5217,2,10700.0,10700.0
Yeshiva Ohr Yisrael,Brooklyn,NY,11229-1817,40.61359,-73.944041,0.125,2,9400.0,9400.0
Yeshiva Sholom Shachna,Brooklyn,NY,11230,40.6275,-73.973431,0.0606,2,10750.0,10750.0
Bethlehem College & Seminary,Minneapolis,MN,55415-1793,44.968872,-93.255399,0.5,4,7144.0,7144.0
Beth Medrash Meor Yitzchok,Monsey,NY,10952-4023,41.100906,-74.060843,0.4921,2,12600.0,12600.0
San Ignacio University,Doral,FL,33178-2350,25.81067,-80.367975,0.7037,5,10405.0,10405.0
Valor Christian College,Canal Winchester,OH,43110,39.891571,-82.829696,0.4146,3,9892.0,9892.0
Bethany Global University,Bloomington,MN,55438-2849,44.795501,-93.371754,0.6119,4,20700.0,20700.0
United International College,Miramar,FL,33025-3943,25.97989,-80.283123,0.92,5,10320.0,10320.0
California Jazz Conservatory,Berkeley,CA,94704-1268,37.871235,-122.268878,0.5,8,23700.0,23700.0
Kennesaw State University,Kennesaw,GA,30144,34.038807,-84.583052,0.4806,5,5786.0,17040.0
Milligan University,Milligan,TN,37682,36.300147,-82.29407,0.6029,5,39350.0,39350.0
Chamberlain University-Nevada,Las Vegas,NV,89144,36.185176,-115.313525,0.0,8,20462.0,20462.0
Chamberlain University-New Jersey,North Brunswick,NJ,08902,40.465934,-74.438877,0.0,2,20462.0,20462.0
Arizona College of Nursing-Las Vegas,Las Vegas,NV,89113,36.067353,-115.274149,0.75,8,22426.0,22426.0
Husson University,Bangor,ME,04401-2929,44.829002,-68.791476,0.5667,1,22194.0,22194.0
Northwest University-Center for Online and Extended Education,Kirkland,WA,98033,47.657502,-122.195774,0.3077,8,14652.0,14652.0
Yeshiva Zichron Aryeh,Far Rockaway,NY,11691-0000,40.606105,-73.764423,0.0,2,9620.0,9620.0
Felbry College,Columbus,OH,43231-2256,40.09578,-82.951066,0.7692,3,27504.0,27504.0
Martinsburg College,Martinsburg,WV,25404-6204,39.487035,-77.959662,0.7941,5,,
Elim Bible Institute and College,Lima,NY,14485-9704,42.909692,-77.615151,0.697,2,10480.0,10480.0
Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,40.043705,-74.210816,0.0,2,12010.0,12010.0
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,08701-3623,40.091,-74.197596,0.6957,2,9720.0,9720.0
Seattle Film Institute,Seattle,WA,98119-1707,47.64894,-122.377121,0.8889,8,33000.0,33000.0
Indiana Wesleyan University-National & Global,Marion,IN,46953,40.510655,-85.677641,0.3722,3,8216.0,8216.0
University of Saint Katherine,San Marcos,CA,92069,33.138387,-117.160766,0.4348,8,28800.0,28800.0
University of the People,Pasadena,CA,91101,34.146167,-118.138047,0.3674,8,1200.0,1200.0
Chamberlain University-North Carolina,Charlotte,NC,28273,35.13766,-80.931971,0.0,5,19686.0,19686.0
Chamberlain University-California,Rancho Cordova,CA,95670,38.596193,-121.278258,0.0,8,20462.0,20462.0
Purdue University Global,West Lafayette,IN,47906,40.45655,-86.928449,0.4762,3,10110.0,14421.0
Carolina University,Winston-Salem,NC,27101,36.087962,-80.250153,0.2923,5,16000.0,16000.0
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,90670-5611,33.88856,-118.047065,0.8,8,8839.0,8839.0
HCI College,West Palm Beach,FL,33409-1042,26.702663,-80.085147,1.0,5,20028.0,20028.0
America Evangelical University,Gardena,CA,90247-4432,33.883102,-118.295931,1.0,8,6200.0,6200.0
Westcliff University,Irvine,CA,92614,33.685537,-117.847973,0.5978,8,21000.0,21000.0
Bolivar Technical College,Bolivar,MO,65613-8095,37.623766,-93.421572,0.0,4,27125.0,27125.0
Reformed University,Lawrenceville,GA,30043-5604,33.971966,-84.07814,0.5,5,5360.0,5360.0
Yeshiva Shaar Ephraim,Monsey,NY,10952-2732,41.116935,-74.060858,0.0811,2,16975.0,16975.0
California Institute of Arts & Technology,San Diego,CA,92108-3822,32.770776,-117.134199,0.6986,8,15390.0,15390.0
Yeshiva Bais Aharon,Lakewood,NJ,08701-2053,40.101002,-74.203094,0.0,2,10350.0,10350.0
Yeshiva Ohr Naftoli,New Windsor,NY,12553-8006,41.456984,-74.046291,0.2727,2,10550.0,10550.0
Bais Medrash Mayan Hatorah,Lakewood,NJ,08701,40.107414,-74.204332,0.65,2,12000.0,12000.0
Purdue University Northwest,Hammond,IN,46323,41.584324,-87.474236,0.4402,3,8419.0,15620.0
Platt College-Anaheim,Anaheim,CA,92806-5949,33.809417,-117.878211,0.6182,8,14804.0,14804.0
Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,11219,40.637096,-73.992171,0.8571,2,12300.0,12300.0
Union Bible College,Westfield,IN,46074-0900,40.038757,-86.126025,0.3636,3,6230.0,6230.0
Yeshiva Gedolah Tiferes Boruch,North Plainfield,NJ,07060-0000,40.619593,-74.4346,0.0,2,9850.0,9850.0
Yeshiva Chemdas Hatorah,Lakewood,NJ,08701-4618,40.063509,-74.229304,0.7059,2,12150.0,12150.0
Women's Institute of Torah Seminary and College,Baltimore,MD,21215-3009,39.361349,-76.699496,1.0,2,9300.0,9300.0
Yeshiva Gedolah Keren Hatorah,Lakewood,NJ,08701-1239,40.109281,-74.184418,0.6829,2,9950.0,9950.0
Yeshiva Gedolah of Cliffwood,Keyport,NJ,07735-5105,40.442213,-74.224235,0.1053,2,8550.0,8550.0
Yeshivas Emek Hatorah,Howell,NJ,07731-2444,40.112501,-74.232083,0.0435,2,9750.0,9750.0
Yeshiva Gedola Tiferes Yerachmiel,Lakewood,NJ,08701-0000,40.1037,-74.194376,0.8824,2,9400.0,9400.0
EDP University of Puerto Rico-Villalba,Villalba,PR,00766-2353,18.109811,-66.505648,0.3636,9,7050.0,14125.0
Drury University-College of Continuing Professional Studies,Springfield,MO,65802,37.219681,-93.286192,0.3208,4,8044.0,8044.0
Yeshiva of Ocean,Greenfield Park,NY,12435-5308,41.732961,-74.501698,0.6667,2,8600.0,8600.0
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,11219-5440,40.624233,-73.994778,0.1228,2,21000.0,21000.0
Yeshivat Hechal Shemuel,Brooklyn,NY,11229-0000,40.610906,-73.955944,0.8,2,12380.0,12380.0
Yeshiva Gedolah of Woodlake Village,Lakewood,NJ,08701-0000,40.099738,-74.169645,0.5,2,9030.0,9030.0
Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,08701-5502,40.056542,-74.223022,0.8333,2,13700.0,13700.0
Faith Theological Seminary and Christian College,Tampa,FL,33615,28.018844,-82.582376,0.9333,5,1520.0,1520.0
The Southwestern Baptist Theological Seminary,Fort Worth,TX,76115,32.681685,-97.348233,0.3556,6,10446.0,10446.0
Christ Mission College,San Antonio,TX,78254-1000,29.543412,-98.70699,0.0,6,8229.0,8229.0
Urshan College,Wentzville,MO,63385,38.808034,-90.830252,0.55,4,8506.0,8506.0
Yeshiva Yesoda Hatorah Vetz Chaim,Brooklyn,NY,11211-7106,40.706959,-73.961026,0.3462,2,21000.0,21000.0
Ponce Health Sciences University-East,Ponce,PR,00731-0000,18.0083,-66.589688,0.7778,9,10504.0,21504.0
Bais Medrash of Dexter Park,Chestnut Ridge,NY,10977,41.081404,-74.045927,0.8571,2,11000.0,11000.0
Oak Valley College,Rialto,CA,92377,34.150067,-117.39089,0.4348,8,16100.0,16100.0
Indian Bible College,Flagstaff,AZ,86004-1919,35.21783,-111.615734,1.0,6,7640.0,7640.0
California Northstate University,Elk Grove,CA,95757-3001,38.405942,-121.481542,0.8788,8,56501.0,56501.0
Commonwealth University of Pennsylvania,Bloomsburg,PA,17815,41.00782,-76.447844,0.5302,2,11046.0,22870.0
Pennsylvania Western University,California,PA,15419,40.064964,-79.88679,0.5103,2,11388.0,16006.0
Yeshiva of Kasho,Brooklyn,NY,11231-3819,40.671255,-74.00015,0.1087,2,14000.0,14000.0
Yeshivas Sanz Klauzenburg,Brooklyn,NY,11219-3631,40.632725,-73.990129,0.2727,2,14000.0,14000.0
URBE University,Sweetwater,FL,33172-1852,25.791406,-80.382355,0.6111,5,30550.0,30550.0
